trait_gene_pairs,LOG10P,in_positive_control_set,gene_id,Traits
ENSG00000182511_hypertension,8.16204,0,ENSG00000182511,hypertension
ENSG00000182511_IRNT_DBP,11.6254,0,ENSG00000182511,IRNT_DBP
ENSG00000182511_IRNT_SBP,9.7923,0,ENSG00000182511,IRNT_SBP
ENSG00000182985_ZBMD,14.0898,0,ENSG00000182985,ZBMD
ENSG00000183765_Breast_cancer,30.0204,1,ENSG00000183765,Breast_cancer
ENSG00000183765_Cancer_of_prostate,16.6179,1,ENSG00000183765,Cancer_of_prostate
ENSG00000183765_IRNT_RBC,10.1797,0,ENSG00000183765,IRNT_RBC
ENSG00000185038_IRNT_biliru,77.6464,0,ENSG00000185038,IRNT_biliru
ENSG00000185920_IRNT_height,9.31423,0,ENSG00000185920,IRNT_height
ENSG00000186951_IRNT_height,7.0791,0,ENSG00000186951,IRNT_height
ENSG00000187091_IRNT_height,9.23393,0,ENSG00000187091,IRNT_height
ENSG00000187098_IRNT_RBC,9.63384,0,ENSG00000187098,IRNT_RBC
ENSG00000187244_IRNT_LDL,7.26572,0,ENSG00000187244,IRNT_LDL
ENSG00000187266_IRNT_RBC,7.61882,1,ENSG00000187266,IRNT_RBC
ENSG00000188487_ZBMD,23.4261,0,ENSG00000188487,ZBMD
ENSG00000188536_IRNT_RBC,16.931,0,ENSG00000188536,IRNT_RBC
ENSG00000189134_IRNT_height,10.7759,0,ENSG00000189134,IRNT_height
ENSG00000196712_IRNT_height,10.6103,0,ENSG00000196712,IRNT_height
ENSG00000196739_IRNT_height,8.32647,0,ENSG00000196739,IRNT_height
ENSG00000197136_IRNT_height,8.01896,0,ENSG00000197136,IRNT_height
ENSG00000197249_IRNT_Ca,17.2329,0,ENSG00000197249,IRNT_Ca
ENSG00000197324_IRNT_height,7.61994,0,ENSG00000197324,IRNT_height
ENSG00000197408_IRNT_RBC,8.38235,0,ENSG00000197408,IRNT_RBC
ENSG00000197859_IRNT_height,8.20928,0,ENSG00000197859,IRNT_height
ENSG00000198369_IRNT_RBC,7.95749,0,ENSG00000198369,IRNT_RBC
ENSG00000198569_IRNT_RBC,10.3356,0,ENSG00000198569,IRNT_RBC
ENSG00000198586_IRNT_height,9.54748,0,ENSG00000198586,IRNT_height
ENSG00000198743_IRNT_WHR,9.51254,0,ENSG00000198743,IRNT_WHR
ENSG00000198756_IRNT_height,11.1065,0,ENSG00000198756,IRNT_height
ENSG00000203618_ZBMD,7.81931,0,ENSG00000203618,ZBMD
ENSG00000204267_IRNT_LDL,11.0737,0,ENSG00000204267,IRNT_LDL
ENSG00000204301_IRNT_height,9.49565,0,ENSG00000204301,IRNT_height
ENSG00000204301_IRNT_LDL,10.6507,0,ENSG00000204301,IRNT_LDL
ENSG00000204421_IRNT_RBC,8.72787,0,ENSG00000204421,IRNT_RBC
ENSG00000204525_IRNT_height,8.56638,0,ENSG00000204525,IRNT_height
ENSG00000204614_IRNT_height,10.4617,0,ENSG00000204614,IRNT_height
ENSG00000204614_IRNT_LDL,7.74627,0,ENSG00000204614,IRNT_LDL
ENSG00000204704_IRNT_height,7.16094,0,ENSG00000204704,IRNT_height
ENSG00000204713_IRNT_height,10.0439,0,ENSG00000204713,IRNT_height
ENSG00000205639_IRNT_RBC,7.77283,0,ENSG00000205639,IRNT_RBC
ENSG00000206177_IRNT_RBC,9.64525,0,ENSG00000206177,IRNT_RBC
ENSG00000213398_IRNT_TG,9.49455,0,ENSG00000213398,IRNT_TG
ENSG00000213996_IRNT_LDL,10.6989,0,ENSG00000213996,IRNT_LDL
ENSG00000213996_IRNT_TG,18.8461,0,ENSG00000213996,IRNT_TG
ENSG00000214078_IRNT_height,19.4223,0,ENSG00000214078,IRNT_height
ENSG00000214944_IRNT_height,7.02138,0,ENSG00000214944,IRNT_height
ENSG00000221843_IRNT_TG,7.99325,0,ENSG00000221843,IRNT_TG
ENSG00000234745_IRNT_height,9.05541,0,ENSG00000234745,IRNT_height
ENSG00000240505_IRNT_RBC,21.3285,0,ENSG00000240505,IRNT_RBC
ENSG00000241119_IRNT_biliru,27.3169,0,ENSG00000241119,IRNT_biliru
ENSG00000241635_IRNT_biliru,98.017,1,ENSG00000241635,IRNT_biliru
ENSG00000242366_IRNT_biliru,41.1561,1,ENSG00000242366,IRNT_biliru
ENSG00000242515_IRNT_biliru,50.3495,0,ENSG00000242515,IRNT_biliru
ENSG00000244122_IRNT_biliru,78.4453,0,ENSG00000244122,IRNT_biliru
ENSG00000244474_IRNT_biliru,47.1126,0,ENSG00000244474,IRNT_biliru
ENSG00000244734_IRNT_RBC,57.9964,0,ENSG00000244734,IRNT_RBC
ENSG00000254986_IRNT_height,7.73427,0,ENSG00000254986,IRNT_height
ENSG00000257727_IRNT_height,11.7561,0,ENSG00000257727,IRNT_height
ENSG00000259384_IRNT_height,25.5728,1,ENSG00000259384,IRNT_height
ENSG00000269190_IRNT_height,11.2096,0,ENSG00000269190,IRNT_height
ENSG00000269858_IRNT_RBC,10.8646,0,ENSG00000269858,IRNT_RBC
ENSG00000275052_ZBMD,7.76728,0,ENSG00000275052,ZBMD
ENSG00000278318_IRNT_LDL,28.8117,0,ENSG00000278318,IRNT_LDL
ENSG00000288702_IRNT_biliru,44.4236,0,ENSG00000288702,IRNT_biliru
ENSG00000288705_IRNT_biliru,104.925,0,ENSG00000288705,IRNT_biliru
